Use Group,Use Header,Use Name,Use NAICS Code,Processed NAICS,NAICS index names to include,NAICS Notes,NAICS to subtract,NAICS index names to subtract,Use Notes,NAICS_Type,Zoning District,Permitted Value,Not permitted,Permitted,Permitted with limitations,Permitted with limitations*,Special Permit,Size Restrictions,Additional Conditions,Open Use Allowances,Is Allowed,Is Allowed flag,Limitations
IX(C),Vehicle Storage,Boat storage,,,,,,,,0,C2,●P     U,False,True,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-194,https://zr.planning.nyc.gov/article-iii/chapter-2#32-195,"Yes, subject to additional conditions, subject to open use allowances",True,
IX(C),Vehicle Storage,"Commercial or public vehicle storage, including #accessory# motor fuel pumps",,,,,,,See ZR Glossary for #accessory# definition: https://zr.planning.nyc.gov/article-i/chapter-2#12-10,0,C2,–,True,False,False,False,False,False,False,False,No,False,
IX(C),Vehicle Storage,Dead storage of motor vehicles,,,,,,,,0,C2,–,True,False,False,False,False,False,False,False,No,False,
IX(C),Vehicle Storage,#Public parking garages# or #public parking lots#,,,,,,,See ZR Glossary for #public parking garage# and #public parking lot# definitions: https://zr.planning.nyc.gov/article-i/chapter-2#12-10,0,C2,♦P     U,False,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-194,https://zr.planning.nyc.gov/article-iii/chapter-2#32-195,"Yes, subject to additional conditions, subject to open use allowances, with limited applicability",True,https://zr.planning.nyc.gov/article-iii/chapter-2#32-192
X,Food Manufacturing (311),Animal food manufacturing (3111),3111,,,,,,,1,C2,–,True,False,False,False,False,False,False,False,No,False,
X,Food Manufacturing (311),Sugar manufacturing (31131),31131,,,,,,,1,C2,–,True,False,False,False,False,False,False,False,No,False,
X,Food Manufacturing (311),All other sugar and confectionary product manufacturing (in 3113),3113,3113 minus 31131,,,31131,,,3,C2,●S     P,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,False,"Yes, subject to size restrictions, subject to additional conditions",True,
X,Food Manufacturing (311),Animal slaughtering and processing (3116),3116,,,,,,,1,C2,–,True,False,False,False,False,False,False,False,No,False,
X,Food Manufacturing (311),Seafood product preparation and packaging (3117),3117,,,,,,,1,C2,–,True,False,False,False,False,False,False,False,No,False,
X,Food Manufacturing (311),All other food manufacturing (in 311),311,"311 minus 3116, 3117",,,"3116, 3117",,,3,C2,●S     P,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,False,"Yes, subject to size restrictions, subject to additional conditions",True,
X,Beverage and Tobacco Product Manufacturing (312),Distilleries (31214),31214,,,,,,,1,C2,–,True,False,False,False,False,False,False,False,No,False,
X,Beverage and Tobacco Product Manufacturing (312),All other beverage manufacturing (in 3121),3121,3121 minus 31214,,,31214,,,3,C2,●S     P,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,False,"Yes, subject to size restrictions, subject to additional conditions",True,
X,Beverage and Tobacco Product Manufacturing (312),Tobacco manufacturing (3122),3122,,,,,,,1,C2,●S     P,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,False,"Yes, subject to size restrictions, subject to additional conditions",True,
X,Textile & Textile Product Mills (313 - 314),Textile mills (313),313,,,,,,,1,C2,●S     P,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,False,"Yes, subject to size restrictions, subject to additional conditions",True,
X,Textile & Textile Product Mills (313 - 314),Textile product mills (314),314,,,,,,,1,C2,●S     P,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,False,"Yes, subject to size restrictions, subject to additional conditions",True,
X,Apparel Manufacturing (315),Apparel manufacturing (315),315,,,,,,,1,C2,●S     P,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,False,"Yes, subject to size restrictions, subject to additional conditions",True,
X,Leather and Allied Product Manufacturing (316),Leather and hide tanning and finishing (3161),3161,,,,,,,1,C2,–,True,False,False,False,False,False,False,False,No,False,
X,Leather and Allied Product Manufacturing (316),Footwear manufacturing (3162),3162,,,,,,,1,C2,●S     P,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,False,"Yes, subject to size restrictions, subject to additional conditions",True,
X,Leather and Allied Product Manufacturing (316),Other leather and allied product manufacturing (3169),3169,,,,,,,1,C2,●S     P,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,False,"Yes, subject to size restrictions, subject to additional conditions",True,
X,Wood Product Manufacturing (321),Sawmills and wood preservation (3211),3211,,,,,,,1,C2,–,True,False,False,False,False,False,False,False,No,False,
X,Wood Product Manufacturing (321),"Veneer, plywood, and engineered wood product manufacturing (3212)",3212,,,,,,,1,C2,–,True,False,False,False,False,False,False,False,No,False,
X,Wood Product Manufacturing (321),Other wood product manufacturing (3219),3219,,,,,,,1,C2,●S     P,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,False,"Yes, subject to size restrictions, subject to additional conditions",True,
X,Paper Manufacturing (322),"Pulp, paper, and paperboard mills (3221)",3221,,,,,,,1,C2,–,True,False,False,False,False,False,False,False,No,False,
X,Paper Manufacturing (322),Stationary product manufacturing (32223),32223,,,,,,,1,C2,●S     P,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,False,"Yes, subject to size restrictions, subject to additional conditions",True,
X,Paper Manufacturing (322),All other converted paper product manufacturing (in 3222),3222,3222 minus 32223,,,32223,,,3,C2,●S     P,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,False,"Yes, subject to size restrictions, subject to additional conditions",True,
X,Printing and Related Support Activities (323),Printing and related support activities (3231),3231,,,,,,,1,C2,●S     P,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,False,"Yes, subject to size restrictions, subject to additional conditions",True,
X,Petroleum and Coal Products Manufacturing (324),Petroleum and coal products manufacturing (3241),3241,,,,,,,1,C2,–,True,False,False,False,False,False,False,False,No,False,
X,Chemical Manufacturing (325),Pharmaceutical and medicine manufacturing (3254),3254,,,,,,,1,C2,●S     P,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,False,"Yes, subject to size restrictions, subject to additional conditions",True,
X,Chemical Manufacturing (325),Soap and other detergent manufacturing (325611),325611,,,,,,,1,C2,●S     P,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,False,"Yes, subject to size restrictions, subject to additional conditions",True,
X,Chemical Manufacturing (325),"All other soap, cleaning compound and toilet preparation manufacturing (in 3256)",3256,3256 minus 325611,,,325611,,,3,C2,●S     P,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,False,"Yes, subject to size restrictions, subject to additional conditions",True,
X,Chemical Manufacturing (325),All other chemical manufacturing (in 325),325,"325 minus 3254, 3256",,,"3254, 3256",,,3,C2,–,True,False,False,False,False,False,False,False,No,False,
X,Plastics and Rubber Products Manufacturing (326),Plastics and rubber products manufacturing (326),326,,,,,,,1,C2,–,True,False,False,False,False,False,False,False,No,False,
X,Nonmetallic Mineral Product Manufacturing (327),Clay building material and refractories manufacturing (32712),32712,,,,,,,1,C2,–,True,False,False,False,False,False,False,False,No,False,
X,Nonmetallic Mineral Product Manufacturing (327),All other clay product and refractory manufacturing (in 3271),3271,3271 minus 32712,,,32712,,,3,C2,●S     P,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,False,"Yes, subject to size restrictions, subject to additional conditions",True,
X,Nonmetallic Mineral Product Manufacturing (327),Flat glass manufacturing (327211),327211,,,,,,,1,C2,–,True,False,False,False,False,False,False,False,No,False,
X,Nonmetallic Mineral Product Manufacturing (327),Other pressed and blown glass and glassware manufacturing (327212),327212,,,,,,,1,C2,–,True,False,False,False,False,False,False,False,No,False,
X,Nonmetallic Mineral Product Manufacturing (327),All other glass and glass product manufacturing (in 3272),3272,"3272 minus 327211, 327212",,,"327211, 327212",,,3,C2,●S     P,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,False,"Yes, subject to size restrictions, subject to additional conditions",True,
X,Nonmetallic Mineral Product Manufacturing (327),All other nonmetallic mineral product manufacturing (in 327),327,"327 minus 3271, 3272",,,"3271, 3272",,,3,C2,–,True,False,False,False,False,False,False,False,No,False,
X,Primary Metal Manufacturing and Fabricated Metal Product Manufacturing (331 - 332),Primary metal manufacturing (331),331,,,,,,,1,C2,–,True,False,False,False,False,False,False,False,No,False,
X,Primary Metal Manufacturing and Fabricated Metal Product Manufacturing (331 - 332),Cutlery and handtool manufacturing (3322),3322,,,,,,,1,C2,●S     P,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,False,"Yes, subject to size restrictions, subject to additional conditions",True,
X,Primary Metal Manufacturing and Fabricated Metal Product Manufacturing (331 - 332),All other fabricated metal product manufacturing (in 332),332,332 minus 3322,,,3322,,,3,C2,●S     P,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,False,"Yes, subject to size restrictions, subject to additional conditions",True,
X,Machinery Manufacturing (333),"Agriculture, construction and mining machinery manufacturing (3331)",3331,,,,,,,1,C2,–,True,False,False,False,False,False,False,False,No,False,
X,Machinery Manufacturing (333),All other machinery manufacturing (in 333),333,333 minus 3331,,,3331,,,3,C2,●S     P,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,False,"Yes, subject to size restrictions, subject to additional conditions",True,
X,Computer and Electronic Product Manufacturing (334),Computer and peripheral equipment manufacturing (334),334,,,,,,,1,C2,●S     P,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,False,"Yes, subject to size restrictions, subject to additional conditions",True,
X,"Electrical Equipment, Appliance, and Component Manufacturing (335)",Electric lighting equipment manufacturing (3351),3351,,,,,,,1,C2,●S     P,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,False,"Yes, subject to size restrictions, subject to additional conditions",True,
X,"Electrical Equipment, Appliance, and Component Manufacturing (335)",Small electrical appliance manufacturing (33521),33521,,,,,,,1,C2,●S     P,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,False,"Yes, subject to size restrictions, subject to additional conditions",True,
X,"Electrical Equipment, Appliance, and Component Manufacturing (335)",Major household appliance manufacturing (33522),33522,,,,,,,1,C2,–,True,False,False,False,False,False,False,False,No,False,
X,"Electrical Equipment, Appliance, and Component Manufacturing (335)",All other electrical equipment and component manufacturing (in 335),335,"335 minus 3351, 33521, 33522",,,"3351, 33521, 33522",,,3,C2,–,True,False,False,False,False,False,False,False,No,False,
X,Transportation Equipment Manufacturing (336),Transportation equipment manufacturing (336),336,,,,,,,1,C2,–,True,False,False,False,False,False,False,False,No,False,
X,Furniture and Related Product Manufacturing (337),Furniture and related product manufacturing (337),337,,,,,,,1,C2,●S     P,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,False,"Yes, subject to size restrictions, subject to additional conditions",True,
X,Miscellaneous Manufacturing (339),Medical equipment and supplies manufacturing (3391),3391,,,,,,,1,C2,●S     P,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,False,"Yes, subject to size restrictions, subject to additional conditions",True,
X,Miscellaneous Manufacturing (339),Other miscellaneous manufacturing (3399),3399,,,,,,,1,C2,●S     P,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,False,"Yes, subject to size restrictions, subject to additional conditions",True,
I,Agriculture,"Agricultural #uses#, including greenhouses, nurseries or truck gardens",,,,,,,See ZR Glossary for #use# definition: https://zr.planning.nyc.gov/article-i/chapter-2#12-10,0,C3,●P     U,False,True,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-113,https://zr.planning.nyc.gov/article-iii/chapter-2#32-114,"Yes, subject to additional conditions, subject to open use allowances",True,
I,Open Uses,Cemeteries,,,,,,,,0,C3,●,False,True,False,False,False,False,False,False,Yes,True,
I,Open Uses,Golf courses,,,,,,,,0,C3,●,False,True,False,False,False,False,False,False,Yes,True,
I,Open Uses,Outdoor racket courts,,,,,,,"If court is indoors, falls into UG VI Services #Health and fitness establishments#",0,C3,●P,False,True,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-113,False,"Yes, subject to additional conditions",True,
I,Open Uses,Outdoor skating rinks,,,,,,,,0,C3,●P,False,True,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-113,False,"Yes, subject to additional conditions",True,
I,Open Uses,#Public parks# or playgrounds or private parks,,,,,,,See ZR Glossary for #public park# definition: https://zr.planning.nyc.gov/article-i/chapter-2#12-10,0,C3,●,False,True,False,False,False,False,False,False,Yes,True,
I,Open Uses,"Sand, gravel or clay pits",,,,,,,,0,C3,○,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-115,False,False,False,"Yes, by special permit",True,
II,Residential Uses,#Single-family residence# #Detached#,,,,,,,See ZR Glossary for #single-family residence# and #detached# definitions: https://zr.planning.nyc.gov/article-i/chapter-2#12-10,0,C3,●,False,True,False,False,False,False,False,False,Yes,True,
II,Residential Uses,#Single-family residence# Other types,,,,,,,See ZR Glossary for #single-family residence# definition: https://zr.planning.nyc.gov/article-i/chapter-2#12-10,0,C3,♦,False,False,True,False,False,False,False,False,"Yes, with limited applicability",True,https://zr.planning.nyc.gov/article-iii/chapter-2#32-122
II,Residential Uses,#Two-family residence# #Detached#,,,,,,,See ZR Glossary for #two-family residence# and #detached# definitions: https://zr.planning.nyc.gov/article-i/chapter-2#12-10,0,C3,●,False,True,False,False,False,False,False,False,Yes,True,
II,Residential Uses,#Two-family residence# Other types,,,,,,,See ZR Glossary for #two-family residence# definition: https://zr.planning.nyc.gov/article-i/chapter-2#12-10,0,C3,♦,False,False,True,False,False,False,False,False,"Yes, with limited applicability",True,https://zr.planning.nyc.gov/article-iii/chapter-2#32-122
II,Residential Uses,"All other types of #residences#, including #apartment hotels# and #affordable independent residences for seniors#",,,,,,,See ZR Glossary for #residence# and other term definitions: https://zr.planning.nyc.gov/article-i/chapter-2#12-10,0,C3,♦,False,False,True,False,False,False,False,False,"Yes, with limited applicability",True,https://zr.planning.nyc.gov/article-iii/chapter-2#32-122
III(A),Educational Institutions,College or school student dormitories and fraternity or sorority student houses,,,,,,,,0,C3,●,False,True,False,False,False,False,False,False,Yes,True,
III(A),Faith-based Institutions and Facilities,"Monasteries, convents or novitiates",,,,,,,,0,C3,●,False,True,False,False,False,False,False,False,Yes,True,
III(A),Faith-based Institutions and Facilities,Rectories or parish houses with sleeping accommodations,,,,,,,,0,C3,●,False,True,False,False,False,False,False,False,Yes,True,
III(A),Faith-based Institutions and Facilities,Seminaries with sleeping accommodations,,,,,,,,0,C3,●,False,True,False,False,False,False,False,False,Yes,True,
III(A),Health Institutions and Facilities,#Long-term care facilities#,,,,,,,See ZR Glossary for #long-term care facility# definition: https://zr.planning.nyc.gov/article-i/chapter-2#12-10,0,C3,●P,False,True,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-133,False,"Yes, subject to additional conditions",True,
III(A),Health Institutions and Facilities,#Non-profit hospital staff dwellings#,,,,,,,See ZR Glossary for #non-profit hospital staff dwelling# definition: https://zr.planning.nyc.gov/article-i/chapter-2#12-10,0,C3,●P,False,True,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-133,False,"Yes, subject to additional conditions",True,
III(A),Other Institutions and Facilities,Community centers or settlement houses with sleeping accommodations,,,,,,,,0,C3,●,False,True,False,False,False,False,False,False,Yes,True,
III(A),Other Institutions and Facilities,Non-commercial clubs with sleeping accommodations,,,,,,,,0,C3,●P,False,True,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-133,False,"Yes, subject to additional conditions",True,
III(A),Other Institutions and Facilities,Philanthropic or non-profit institutions with sleeping accommodations,,,,,,,,0,C3,●S,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-132,False,False,"Yes, subject to size restrictions",True,
III(B),Educational Institutions,"Colleges or universities, including professional schools but excluding business colleges or trade schools",,,,,,,,0,C3,●,False,True,False,False,False,False,False,False,Yes,True,
III(B),Educational Institutions,#Schools#,,,,,,,See ZR Glossary for #school# definition: https://zr.planning.nyc.gov/article-i/chapter-2#12-10,0,C3,●,False,True,False,False,False,False,False,False,Yes,True,
III(B),Educational Institutions,Child care centers*,,,,,,,"Not an official Zoning Resolution use - added manually, follows rules of #Schools#. See Zoning Resolution glossary for details: https://zr.planning.nyc.gov/article-i/chapter-2#12-10",0,C3,●,False,True,False,False,False,False,False,False,Yes,True,
III(B),Faith-based Institutions and Facilities,Houses of worship,,,,,,,,0,C3,●,False,True,False,False,False,False,False,False,Yes,True,
III(B),Faith-based Institutions and Facilities,Parish houses without sleeping accommodations,,,,,,,,0,C3,●,False,True,False,False,False,False,False,False,Yes,True,
III(B),Faith-based Institutions and Facilities,Seminaries without sleeping accommodations,,,,,,,,0,C3,●,False,True,False,False,False,False,False,False,Yes,True,
III(B),Health Institutions and Facilities,Ambulatory diagnostic or treatment health care facilities,,,,,,,,0,C3,●P,False,True,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-133,False,"Yes, subject to additional conditions",True,
III(B),Health Institutions and Facilities,"Non-profit or voluntary hospitals and related facilities, except animal hospitals",,,,,,,,0,C3,●,False,True,False,False,False,False,False,False,Yes,True,
III(B),Health Institutions and Facilities,"Proprietary hospitals and related facilities, except animal hospitals",,,,,,,,0,C3,●,False,True,False,False,False,False,False,False,Yes,True,
III(B),Other Institutions and Facilities,Community centers or settlement houses without sleeping accommodations,,,,,,,,0,C3,●,False,True,False,False,False,False,False,False,Yes,True,
III(B),Other Institutions and Facilities,Libraries,,,,,,,,0,C3,●,False,True,False,False,False,False,False,False,Yes,True,
III(B),Other Institutions and Facilities,Museums,,,,,,,,0,C3,●,False,True,False,False,False,False,False,False,Yes,True,
III(B),Other Institutions and Facilities,Non-commercial art galleries,,,,,,,,0,C3,●,False,True,False,False,False,False,False,False,Yes,True,
III(B),Other Institutions and Facilities,Non-commercial clubs without sleeping accomodations,,,,,,,,0,C3,●P,False,True,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-133,False,"Yes, subject to additional conditions",True,
III(B),Other Institutions and Facilities,Non-commercial recreation centers,,,,,,,,0,C3,●,False,True,False,False,False,False,False,False,Yes,True,
III(B),Other Institutions and Facilities,"Philanthropic or non-profit institutions without sleeping accommodations, excluding ambulatory diagnostic or treatment health care facilities",,,,,,,,0,C3,●S,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-132,False,False,"Yes, subject to size restrictions",True,
III(B),Other Institutions and Facilities,Welfare centers,,,,,,,,0,C3,●,False,True,False,False,False,False,False,False,Yes,True,
IV(A),Public Service Buildings,Court houses,,,,,,,,0,C3,–,True,False,False,False,False,False,False,False,No,False,
IV(A),Public Service Buildings,Fire or police stations,,,,,,,,0,C3,–,True,False,False,False,False,False,False,False,No,False,
IV(A),Other Facilities,Prisons,,,,,,,,0,C3,–,True,False,False,False,False,False,False,False,No,False,
IV(B),Communication Infrastructure,"Radio or television towers, non-#accessory#",,,,,,,See ZR Glossary for #accessory# definition: https://zr.planning.nyc.gov/article-i/chapter-2#12-10,0,C3,○,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-145,False,False,False,"Yes, by special permit",True,
IV(B),Communication Infrastructure,Telephone exchanges or other communications equipment structures,,,,,,,,0,C3,–,True,False,False,False,False,False,False,False,No,False,
IV(B),Electric and Gas Infrastructure,Electric power or steam generating plants,,,,,,,,0,C3,–,True,False,False,False,False,False,False,False,No,False,
IV(B),Electric and Gas Infrastructure,Electric utility substations,,,,,,,,0,C3,○,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-145,False,False,False,"Yes, by special permit",True,
IV(B),Electric and Gas Infrastructure,Gas utility substations,,,,,,,,0,C3,–,True,False,False,False,False,False,False,False,No,False,
IV(B),Electric and Gas Infrastructure,Public utility stations for oil or gas metering or regulating,,,,,,,,0,C3,–,True,False,False,False,False,False,False,False,No,False,
IV(B),Electric and Gas Infrastructure,"Terminal facilities at river crossings for access to electric, gas, or steam lines",,,,,,,,0,C3,–,True,False,False,False,False,False,False,False,No,False,
IV(B),"Sewage, Storm Water and Waste Infrastructure",Composting,,,,,,,,0,C3,–,True,False,False,False,False,False,False,False,No,False,
IV(B),"Sewage, Storm Water and Waste Infrastructure","Dumps, recycling or material recovery facilities, marine transfer stations for garbage or slag piles",,,,,,,,0,C3,–,True,False,False,False,False,False,False,False,No,False,
IV(B),"Sewage, Storm Water and Waste Infrastructure","Incineration or reduction of garbage, offal or dead animals",,,,,,,,0,C3,–,True,False,False,False,False,False,False,False,No,False,
IV(B),"Sewage, Storm Water and Waste Infrastructure",Radioactive waste disposal services involving the handling or storage of radioactive waste,,,,,,,,0,C3,–,True,False,False,False,False,False,False,False,No,False,
IV(B),"Sewage, Storm Water and Waste Infrastructure",Sewage disposal plants,,,,,,,,0,C3,○,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-145,False,False,False,"Yes, by special permit",True,
IV(B),"Sewage, Storm Water and Waste Infrastructure",Water or sewage pumping stations,,,,,,,,0,C3,–,True,False,False,False,False,False,False,False,No,False,
IV(B),Transportation Infrastructure,Airports,,,,,,,,0,C3,–,True,False,False,False,False,False,False,False,No,False,
IV(B),Transportation Infrastructure,Boat launching facilities for non-commercial pleasure boats,,,,,,,,0,C3,●U,False,True,False,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-144,"Yes, subject to open use allowances",True,
IV(B),Transportation Infrastructure,Bus stations,,,,,,,,0,C3,–,True,False,False,False,False,False,False,False,No,False,
IV(B),Transportation Infrastructure,Docks,,,,,,,,0,C3,●S     P     U,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-142,https://zr.planning.nyc.gov/article-iii/chapter-2#32-143,https://zr.planning.nyc.gov/article-iii/chapter-2#32-144,"Yes, subject to size restrictions, subject to additional conditions, subject to open use allowances",True,
IV(B),Transportation Infrastructure,"Freight terminals, yards or appurtenances, or facilities or services used or required in railroad operations, but not including passenger stations",,,,,,,,0,C3,–,True,False,False,False,False,False,False,False,No,False,
IV(B),Transportation Infrastructure,Heliports,,,,,,,,0,C3,○,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-145,False,False,False,"Yes, by special permit",True,
IV(B),Transportation Infrastructure,Mooring facilities for non-commercial pleasure boats,,,,,,,,0,C3,●U,False,True,False,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-144,"Yes, subject to open use allowances",True,
IV(B),Transportation Infrastructure,Public transit or railroad electric substations,,,,,,,,0,C3,○,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-145,False,False,False,"Yes, by special permit",True,
IV(B),Transportation Infrastructure,"Public transit yards, including #accessory# motor fuel pumps",,,,,,,See ZR Glossary for #accessory# definition: https://zr.planning.nyc.gov/article-i/chapter-2#12-10,0,C3,–,True,False,False,False,False,False,False,False,No,False,
IV(B),Transportation Infrastructure,Railroad or transit rights-of-way,,,,,,,,0,C3,●U,False,True,False,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-144,"Yes, subject to open use allowances",True,
IV(B),Transportation Infrastructure,Railroad passenger stations,,,,,,,,0,C3,○,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-145,False,False,False,"Yes, by special permit",True,
IV(B),Transportation Infrastructure,Seaplane bases,,,,,,,,0,C3,○,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-145,False,False,False,"Yes, by special permit",True,
IV(B),Transportation Infrastructure,Truck weighing stations,,,,,,,,0,C3,–,True,False,False,False,False,False,False,False,No,False,
IV(C),Renewable Energy and Green Infrastructure,#Energy infrastructure equipment#,,,,,,,See ZR Glossary for #energy infrastructure equipment# definition: https://zr.planning.nyc.gov/article-i/chapter-2#12-10,0,C3,●P     U,False,True,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-143,https://zr.planning.nyc.gov/article-iii/chapter-2#32-144,"Yes, subject to additional conditions, subject to open use allowances",True,
IV(C),Renewable Energy and Green Infrastructure,Public bicycle and micromobility parking,,,,,,,,0,C3,●U,False,True,False,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-144,"Yes, subject to open use allowances",True,
IV(C),Renewable Energy and Green Infrastructure,"Recycling, or organic material, receiving",,,,,,,,0,C3,●S,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-142,False,False,"Yes, subject to size restrictions",True,
V,Transient Accommodations,#Motels#,,,,,,,See ZR Glossary for #motel# definition: https://zr.planning.nyc.gov/article-i/chapter-2#12-10,0,C3,–,True,False,False,False,False,False,False,False,No,False,
V,Transient Accommodations,Overnight camps,,,,,,,,0,C3,○,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-155,False,False,False,"Yes, by special permit",True,
V,Transient Accommodations,#Tourist cabins#,,,,,,,See ZR Glossary for #tourist cabin# definition: https://zr.planning.nyc.gov/article-i/chapter-2#12-10,0,C3,–,True,False,False,False,False,False,False,False,No,False,
V,Transient Accommodations,#Transient hotels#,,,,,,,See ZR Glossary for #transient hotel# definition: https://zr.planning.nyc.gov/article-i/chapter-2#12-10,0,C3,–,True,False,False,False,False,False,False,False,No,False,
VI Retail,Motor Vehicle and Parts Dealer (441),Automobile dealers (4411),4411,,,,,,,1,C3,–,True,False,False,False,False,False,False,False,No,False,
VI Retail,Motor Vehicle and Parts Dealer (441),Boat dealers (441222),441222,,,,,,,1,C3,●P     U,False,True,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-163,https://zr.planning.nyc.gov/article-iii/chapter-2#32-164,"Yes, subject to additional conditions, subject to open use allowances",True,
